Open,High,Low,Close,Volume,nextdaylow
3998.92,4166.29,3968.73,4142.53,8922258316,3793.71
3952.41,4006.54,3950.82,4005.53,7826525254,3968.73
4000.26,4010.01,3940.11,3954.12,7775128102,3950.82
3946.68,4000.49,3926.25,3999.82,8693373948,3940.11
3911.66,4010.88,3908.15,3947.09,9933626655,3926.25
3671.37,3936.67,3669.98,3915.71,9908216640,3908.15
3633.36,3680.54,3619.18,3673.84,7039512503,3669.98
3615.27,3652.84,3615.27,3629.79,5934744052,3619.18
3617.37,3647.80,3608.21,3620.81,6091952231,3615.27
3631.17,3646.26,3607.70,3616.88,6271044418,3608.21
3653.60,3669.75,3617.25,3632.07,6438903823,3607.70
3642.75,3668.59,3618.56,3653.53,6480384532,3617.25
3695.61,3695.61,3642.29,3648.43,6277056434,3618.56
3673.20,3695.04,3640.98,3690.19,6282256903,3642.29
3671.59,3679.94,3646.56,3671.20,6158833645,3640.98
3401.38,3695.61,3391.02,3666.78,7735623101,3646.56
3414.93,3427.95,3394.22,3399.47,5004962683,3391.02
3469.09,3469.09,3398.57,3413.77,5482196038,3394.22
3454.95,3478.15,3451.94,3466.36,5227549545,3398.57
3467.21,3476.22,3442.59,3459.15,5332718886,3451.94
3516.14,3521.39,3447.92,3464.01,5043937584,3442.59
3484.63,3523.29,3467.57,3521.06,5071623601,3447.92
3460.55,3501.95,3431.59,3487.95,5422926707,3467.57
3485.41,3504.80,3447.92,3457.79,5831198271,3431.59
3443.90,3495.17,3429.39,3486.18,5955112627,3447.92
3468.87,3476.07,3400.82,3448.12,5897159493,3429.39
3584.28,3586.75,3439.23,3470.45,6908930483,3400.82
3604.69,3612.67,3567.25,3583.97,5570752966,3439.23
3599.72,3654.93,3593.35,3602.46,5098183235,3567.25
3607.39,3612.93,3575.60,3599.77,5265847539,3593.35
3584.50,3616.09,3569.09,3600.87,5262869046,3575.60
3605.56,3623.07,3565.31,3585.12,5433755649,3569.09
3575.08,3620.75,3539.72,3604.58,5313623556,3565.31
3600.37,3608.84,3558.54,3576.03,5004347059,3539.72
3725.45,3743.39,3583.02,3601.01,5582489560,3558.54
3652.38,3758.53,3652.38,3728.57,5955691380,3583.02
3677.99,3682.52,3637.08,3657.84,5002961727,3652.38
3651.87,3680.14,3621.96,3678.56,5464420383,3637.08
3631.51,3685.78,3624.67,3655.01,5394457145,3621.96
3704.22,3720.15,3619.95,3630.68,5537192302,3624.67
3557.31,3727.84,3552.29,3706.05,5651384490,3619.95
3658.87,3674.76,3544.93,3552.95,4681302466,3552.29
3686.97,3698.98,3653.81,3661.30,4778170883,3544.93
3674.02,3713.88,3653.07,3687.37,5538712865,3653.81
4034.41,4064.07,3659.17,3678.92,6874143796,3653.07
4031.55,4068.40,4022.66,4035.30,5115905225,3659.17
4028.47,4109.02,3996.96,4030.85,5306593305,4022.66
4078.59,4092.61,4020.89,4025.25,5228625637,3996.96
3836.52,4093.30,3826.51,4076.63,5597027440,4020.89
3851.97,3904.90,3836.90,3845.19,5137609824,3826.51
3832.04,3865.93,3783.85,3857.72,4847965467,3836.90
3931.05,3935.69,3826.22,3836.74,4530215219,3783.85
3849.22,3947.98,3817.41,3943.41,5244856836,3826.22
3746.71,3850.91,3707.23,3843.52,4324200990,3817.41
3866.84,3868.74,3725.87,3742.70,4661840806,3707.23
3822.38,3901.91,3797.22,3865.95,4770578575,3725.87
3932.49,3963.76,3820.41,3820.41,4991655917,3797.22
3653.13,3956.14,3642.63,3923.92,5631554348,3820.41
3854.69,3874.42,3645.45,3654.83,5130222366,3642.63
3819.67,3893.36,3769.86,3857.30,5326547918,3645.45
4081.03,4089.56,3760.02,3815.49,6158207293,3769.86
4000.33,4271.79,4000.33,4078.60,7240968501,3760.02
4020.99,4085.72,3976.41,3998.98,6151275490,4000.33
3898.08,4014.18,3855.74,4014.18,5605823233,3976.41
4133.70,4198.43,3850.95,3896.54,7206015706,3855.74
3742.20,4191.23,3728.97,4134.44,8927129279,3850.95
3706.82,3949.32,3687.23,3745.95,6810689119,3728.97
3544.76,3701.35,3487.17,3696.06,5911325473,3687.23
3253.12,3597.92,3253.12,3545.86,5409247918,3487.17
3236.27,3305.75,3233.82,3252.84,3744248994,3253.12
3244.00,3275.38,3191.30,3236.76,3551763561,3233.82
3311.75,3329.56,3206.54,3242.48,4372763663,3191.30
3487.88,3489.74,3298.13,3313.68,4343372456,3206.54
3421.46,3534.23,3413.48,3486.95,4139364829,3298.13
3497.55,3513.18,3392.25,3424.59,4696765188,3413.48
3612.05,3647.33,3470.14,3502.66,5020968740,3392.25
3473.23,3685.31,3469.09,3614.23,4947372847,3470.14
3421.91,3506.04,3350.65,3476.11,5305024497,3469.09
3512.59,3512.59,3280.23,3419.94,6835615448,3350.65
3754.07,3874.97,3521.10,3521.10,5878333109,3280.23
3958.89,3969.54,3753.99,3753.99,5302481574,3521.10
3886.29,4075.63,3832.75,3956.89,5028069239,3753.99
4147.32,4155.98,3840.45,3894.13,5089570994,3832.75
4200.73,4301.52,4110.98,4139.88,5262697895,3840.45
4024.46,4309.38,3969.71,4214.67,5375314093,4110.98
4289.09,4322.98,3942.82,4017.27,6048016717,3969.71
4269.00,4413.02,4145.77,4278.85,6503347767,3942.82
3822.47,4385.90,3822.47,4257.42,7280280000,4145.77
3765.95,3862.96,3661.01,3820.72,5998720000,3822.47
4015.07,4107.14,3643.92,3779.13,6476900000,3661.01
3880.78,4120.87,3585.06,4009.97,6825640000,3643.92
4347.69,4413.09,3795.16,3880.76,4679500000,3585.06
4360.70,4396.42,4195.68,4347.11,4871490000,3795.16
4611.57,4629.64,4365.64,4365.94,4569370000,4195.68
4465.54,4675.73,4343.98,4602.17,6120120000,4365.64
4863.93,4951.61,4272.11,4451.87,8428290000,4343.98
5620.78,5620.78,4842.91,4871.49,7039560000,4272.11
5559.74,5653.61,5559.74,5623.54,4159680000,4842.91
5578.58,5578.58,5519.56,5554.33,4303150000,5559.74
5645.32,5657.02,5498.94,5575.55,5279320000,5519.56
5736.15,5774.82,5358.38,5648.03,7032140000,5498.94
6351.24,6371.55,5544.09,5738.35,7398940000,5358.38
6373.19,6395.27,6342.67,6359.49,4503800000,5544.09
6411.76,6434.21,6360.47,6371.27,4295770000,6342.67
6413.63,6423.25,6350.17,6411.27,3939060000,6360.47
6386.13,6437.28,6385.31,6409.22,3705320000,6350.17
6442.60,6456.46,6373.37,6385.62,4346820000,6385.31
6522.27,6536.92,6438.53,6453.72,4665260000,6373.37
6468.50,6552.16,6468.31,6530.14,4941260000,6438.53
6433.38,6463.55,6408.16,6461.01,4700040000,6468.31
6363.62,6480.59,6363.62,6419.66,4174800000,6408.16
6365.47,6388.63,6294.57,6376.13,4390020000,6363.62
6387.24,6400.07,6342.37,6361.26,3658640000,6294.57
6378.92,6396.86,6327.38,6388.44,4234870000,6342.37
6318.14,6547.14,6311.83,6377.78,3789400000,6327.38
6336.99,6349.16,6316.88,6317.61,4191240000,6311.83
6337.04,6364.99,6310.14,6334.27,3781100000,6316.88
6492.35,6503.60,6306.99,6332.63,4199910000,6310.14
6482.66,6502.28,6447.91,6486.39,3445190000,6306.99
6480.84,6507.41,6453.53,6480.38,3393250000,6447.91
6468.44,6498.29,6449.61,6474.75,3306050000,6453.53
6484.65,6504.65,6447.03,6476.29,3230550000,6449.61
6478.89,6521.99,6468.86,6495.84,3424670000,6447.03
6472.36,6506.01,6451.27,6475.74,3716150000,6468.86
6486.05,6543.80,6462.98,6487.16,3672860000,6451.27
6490.09,6556.38,6476.00,6482.35,3253610000,6462.98
6460.92,6497.72,6449.00,6489.19,3379130000,6476.00
6478.07,6493.68,6445.31,6465.41,3578870000,6449.00
6542.33,6567.54,6450.04,6476.71,3924080000,6445.31
6590.52,6601.21,6517.45,6544.43,4088420000,6450.04
6601.41,6673.59,6571.37,6596.11,4074800000,6517.45
6292.64,6965.06,6258.68,6596.54,7370770000,6571.37
6288.49,6363.21,6280.15,6290.93,3085320000,6258.68
6278.08,6308.51,6259.81,6285.99,3064030000,6280.15
6239.25,6328.50,6236.47,6274.58,3783500000,6259.81
6586.74,6586.74,6243.74,6256.24,5181640000,6236.47
6640.29,6640.29,6538.96,6585.53,3787650000,6243.74
6653.08,6661.41,6606.94,6642.64,3580810000,6538.96
6600.19,6675.06,6576.04,6652.23,3979460000,6606.94
6590.68,6641.49,6557.04,6602.95,3306630000,6576.04
6622.45,6628.54,6577.80,6588.31,3259740000,6557.04
6574.15,6623.62,6557.41,6622.48,3671500000,6577.80
6497.91,6603.31,6497.91,6576.69,3838410000,6557.41
6553.86,6571.46,6454.03,6502.59,3887310000,6497.91
6593.24,6611.84,6537.90,6556.10,3979260000,6454.03
6619.85,6653.30,6549.08,6589.62,4000970000,6537.90
6604.71,6643.78,6566.54,6625.56,4002280000,6549.08
6643.10,6643.10,6511.65,6601.96,4363690000,6566.54
6678.75,6785.03,6598.32,6644.13,5014430000,6511.65
6495.29,6712.10,6464.95,6676.75,4606810000,6598.32
6452.79,6585.91,6397.89,6495.00,4437300000,6464.95
6603.64,6603.64,6381.86,6446.47,4726180000,6397.89
6704.77,6713.56,6580.90,6595.41,4177310000,6381.86
6715.32,6766.15,6679.42,6710.63,4197500000,6580.90
6735.05,6814.56,6616.80,6721.98,4509660000,6679.42
6513.87,6794.33,6496.36,6734.95,6531940000,6616.80
6398.85,6529.26,6395.95,6519.67,4348110000,6496.36
6371.85,6448.46,6208.34,6398.54,4431340000,6395.95
6280.91,6384.18,6265.71,6371.30,4180090000,6208.34
6514.06,6540.21,6257.52,6281.20,3910780000,6265.71
6536.68,6544.33,6460.10,6517.18,3273730000,6257.52
6509.40,6561.72,6493.55,6543.20,3216300000,6460.10
6515.41,6596.10,6456.17,6512.71,4076220000,6493.55
6354.24,6535.41,6354.24,6517.31,4210910000,6456.17
6317.01,6363.87,6265.09,6351.80,4064230000,6354.24
6331.88,6398.92,6260.21,6321.20,3849910000,6265.09
6301.57,6374.98,6292.76,6329.70,3714100000,6260.21
6223.38,6446.26,6201.22,6300.86,3671890000,6292.76
6460.17,6534.25,6197.52,6225.98,3835060000,6201.22
6528.92,6555.29,6396.87,6467.07,4264680000,6197.52
